"";"Format";"Themen";"Links";"Autor";"Laenge";"Datum"
"134";"Mittag";"EU-Verteidigungsminister zu Lehren aus Afghanistan / In Masar-i-Sharif kommt UN-Hilfe an / Diskussion über Rot-grün-rot / Bahn zieht gegen GDL vor Gericht / Vor Duma-Wahl - Putin verteilt Wahlgeschenk / Abtreibungsgesetz in Texas";"https://www.sr-mediathek.de/index.php?seite=7&id=22124&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-09-02
"135";"Mittag";"Corona - Arbeitsschutzverordnung im Kabinett / USA - viele Kinder und Ungeimpfte im Krankenhaus / Afghanische Flüchtlinge - Türkei macht Grenze zu Iran dicht / Gute Nachrichten nach Wildtierzählung in Kenia";"https://www.sr-mediathek.de/index.php?seite=7&id=22104&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2021-09-01
"136";"Mittag";"Mit dem 31. August endet der US-Militäreinsatz in Afghanistan / Zuhören nur mit Zeitverzögerung - Terrorprozess in Guantanamo mit strengen Sicherheitsauflagen / Waldbrand bedroht Lake Tahoe in Kalifornien";"https://www.sr-mediathek.de/index.php?seite=7&id=22090&pnr=&tbl=pf";"Katrin Aue";30M 0S;2021-08-31
"137";"Mittag";"Wieder Raketenangriffe auf Kabul / Gerettete in Ramstein - Kapazitätsgrenze erreicht / Showdown zu dritt - Das erste Wahlkampf-""Triell"" / Testen und Masken - Im Saarland fängt die Schule wieder an / Paralympics";"https://www.sr-mediathek.de/index.php?seite=7&id=22079&pnr=&tbl=pf";"Katrin Aue";29M 54S;2021-08-30
"138";"Mittag";"""Planer"" der IS-Miliz in Afghanistan im Visier - USA fliegen Drohnenangriff / Trotz Terrorwarnung - Tausende Menschen versuchen Kabul zu verlassen /  Interview der Woche mit Jens Spahn, Bundesgesundheitsminister (CDU)";"https://www.sr-mediathek.de/index.php?seite=7&id=22060&pnr=&tbl=pf";"Katrin Aue";29M 56S;2021-08-28
"139";"Mittag";"die aktuelle Lage in Afghanistan / Was macht eigentlich der IS in Syrien und im Irak? / Diskussion um ""Durchseuchung"" der Kinder und nach dem Erdbeben in Haiti - Internationale Hilfe läuft an";"https://www.sr-mediathek.de/index.php?seite=7&id=22045&pnr=&tbl=pf";"Katrin Aue";29M 53S;2021-08-27
"140";"Mittag";"Aktuelle Lage am Kabuler Flughafen / Fukushima - Kontaminiertes Wasser soll über Tunnel ins Meer abgeleitet werden / Lagern in Deutschland - Leiden in Kenia  zu Impf-Ungerechtigkeit";"https://www.sr-mediathek.de/index.php?seite=7&id=22030&pnr=&tbl=pf";"Katrin Aue";30M 0S;2021-08-26
"141";"Mittag";"Die Uhr tickt - Lage am Flughafen Kabul / Lage im Ahrtal - sechs Wochen nach der Flutkatastrophe / Lachssterben im Columbia River / Paralympics - Sportliches vom Vormittag";"https://www.sr-mediathek.de/index.php?seite=7&id=22007&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-08-25
"142";"Mittag";"Lage in Afghanistan / Corona - Diskussion über Inzidenzwert etc. / Studie - Immer noch viele Antibiotika an Putenfleisch / Brasilien - Proteste von Indigenen nehmen zu / Paralympics vor der Eröffnung";"https://www.sr-mediathek.de/index.php?seite=7&id=21995&pnr=&tbl=pf";"Yvonne Schleinhege";30M 7S;2021-08-24
"143";"Mittag";"Afghanistan: Schüsse am Flughafen/6500 Menschen aus Afghanistan in Ramstein gelandet/Bahnstreiks seit dem Morgen - Auswirkungen/Schwedens Premier kündigt Rücktritt an.";"https://www.sr-mediathek.de/index.php?seite=7&id=21982&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-08-23
"144";"Mittag";"Afghanische Ortskräfte in Ramstein angekommen / Kanzlerin Merkel zwischen Moskau und Kiew / Besuchsregelung in saarländischen Krankenhäusern / IdW mit Volker Bescht, Ex-Brigadegeneral";"https://www.sr-mediathek.de/index.php?seite=7&id=21968&pnr=&tbl=pf";"Yvonne Schleinhege";30M 5S;2021-08-21
"145";"Mittag";"Afghanistan: Aktuelle Lage vor Ort / Kommentar: Biden demontiert sich und Amerikas Zukunft / Nawalny: Aus den Augen, aus dem Sinn? / Lieferengpässe gefährden wirtschaftliche Erholung / Entwicklung Corona: Mitten in der Vierten Welle?";"https://www.sr-mediathek.de/index.php?seite=7&id=21955&pnr=&tbl=pf";"Peter Weitzmann";29M 57S;2021-08-20
"146";"Mittag";"Afghanen in der Türkei <U+0096> unsicher im ungeliebten Land/Welttag  humanitäre Hilfe:  wie weiter z.B.  in Afghanistan/Tote bei Anschlag in Burkina Faso/Prozessauftakt Amokfahrt  Trier.";"https://www.sr-mediathek.de/index.php?seite=7&id=21933&pnr=&tbl=pf";"Janek Böffel";29M 53S;2021-08-19
"147";"Mittag";"Kabuler Flughafen: Tränengas und Tumulte/USA: Wie konnte das passieren?Spurensuche nach der Fehleinschätzung/Zinssatz auf Steuernachforderungen ist verfassungswidrig.";"https://www.sr-mediathek.de/index.php?seite=7&id=21923&pnr=&tbl=pf";"Janek Böffel";29M 36S;2021-08-18
"148";"Mittag";"Lage in Kabul an Tag 1 der Taliban-Herrschaft / USA stocken Militär in Kabul auf / Lage der deutschen Evakuierungaktion / Mehr als 1300 Tote nach Erdbeben auf Haiti / Tod eines Unsterblichen - Gerd Müller ist tot / Aktuelle Lage in Kabul";"https://www.sr-mediathek.de/index.php?seite=7&id=21891&pnr=&tbl=pf";"Lisa Krauser";30M 19S;2021-08-16
"149";"Mittag";"Afghanistan: Flüchtlinge haben Angst/Türkei im Dauer-Krisenmodus/IdW mit Armin Schuster, Präsident des Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe.";"https://www.sr-mediathek.de/index.php?seite=7&id=21878&pnr=&tbl=pf";"Lisa Krauser";29M 53S;2021-08-14
"150";"Mittag";"BVerfG-Entscheidung zur Wahlrechtsreform / Gedenkveranstaltung 60 Jahre Mauerbau / DRK St. Ingbert lässt Verträge von 25 Mitarbeitern auslaufen / Biden schickt Sondergesandten nach Äthiopien";"https://www.sr-mediathek.de/index.php?seite=7&id=21860&pnr=&tbl=pf";"Peter Weitzmann";29M 49S;2021-08-13
"151";"Mittag";"Aktueller Stand zum Streik der Gewerkschaft der Lokführer / Umstrittenes Mediengesetz in Polen verabschiedet / Taliban weisen Berichte über Gräueltaten zurück <U+0096> doch die Bevölkerung ist in Angst";"https://www.sr-mediathek.de/index.php?seite=7&id=21845&pnr=&tbl=pf";"Stephan Deppen";30M 1S;2021-08-12
"152";"Mittag";"Ab 11. Oktober keine Gratis-Tests mehr / Nach der Ministerpräsidentenkonferenz / Vier Wochen nach der Flutkatastrophe: Beispiel Hagen / Bahnstreik angelaufen - alle Räder stehen still...?  / Sechs Monate nach dem Mietskandal in Ottweiler / Binnenflüchtlinge in Afghanistan / Immer mehr Menschen: Lage an der litauischen Grenze / Bulgarien womöglich vor 3. Wahl binnen eines Jahres";"https://www.sr-mediathek.de/index.php?seite=7&id=21834&pnr=&tbl=pf";"Lisa Krauser";29M 55S;2021-08-11
"153";"Mittag";"Vor der Corona-MPK: Ausgangslage / Abstimmung über Lokführer-Streik / Regierungsbildung in Sachsen-Anhalt abgeschlossen / Karliczek testet Quantenkommunikationsverbindung / Afghanistan - Verbleibende Ortskräfte verzweifeln";"https://www.sr-mediathek.de/index.php?seite=7&id=21823&pnr=&tbl=pf";"Stephan Deppen";29M 38S;2021-08-10
"154";"Mittag";"Entwicklung in Afghanistan / Weltklimarat mit aktuellem Bericht / Corona-Bestimmungen Frankreich / Brände in der Türkei";"https://www.sr-mediathek.de/index.php?seite=7&id=21810&pnr=&tbl=pf";"Karin Mayer";29M 55S;2021-08-09
"155";"Mittag";"Brandgeschehen in der Türkei / Brände in Griechenland / Wegen Rekordzahlen - USA fliegen Migranten aus Zentralamerika nach Mexiko aus / Olympia aktuell / Moderner Fünfkampf: Pferd geschlagen - DOSB zieht Konsequenzen / Interview der Woche mit den saarländischen Abgeordneten Nadine Schön CDU, Christian Wirth AfD und Heiko Maas von der SPD";"https://www.sr-mediathek.de/index.php?seite=7&id=21798&pnr=&tbl=pf";"Peter Weitzmann";30M 2S;2021-08-07
"156";"Mittag";"Waldbrand Griechenland / Waldbrandlage Türkei / Biden und die E-Autos / Deutschland spendet Impfdosen / Fachkonferenz zur Endlagersuche / Offener Brief an Grünenchefin / Olympia";"https://www.sr-mediathek.de/index.php?seite=7&id=21781&pnr=&tbl=pf";"Peter Weitzmann";29M 25S;2021-08-06
"157";"Mittag";"Entscheidung des BVerfG zum Rundfunkbeitrag / Ergebnisse der Studie ""Wirtschaftsschutz und Cybercrime"" / Waldbrände in Griechenland / Amtseinführung Ebrahim Raisi - Präsident Iran";"https://www.sr-mediathek.de/index.php?seite=7&id=21760&pnr=&tbl=pf";"Peter Weitzmann";30M 1S;2021-08-05
"158";"Mittag";"Kabinett zu Hilfen für Firmen in Hochwassergebieten / Waldbrände in Athen zusehends außer Kontrolle / Kein Durchblick bei Steuertricks von Miethaien / Schweres Zugunglück in Tschechien";"https://www.sr-mediathek.de/index.php?seite=7&id=21748&pnr=&tbl=pf";"Yvonne Schleinhege";29M 55S;2021-08-04
"159";"Mittag";"Dutzende Leichen in Grenzfluss zum Sudan entdeckt / Impflage - Interview Staatssekretär Kolling / 6000 Dosen Astrazeneca für die Tonne / Scholz und Laschet gemeinsam im Flutgebiet";"https://www.sr-mediathek.de/index.php?seite=7&id=21736&pnr=&tbl=pf";"Janek Böffel";30M 1S;2021-08-03
"160";"Mittag";"Gesundheitsminister-Schalte zu Impfungen / Fazit - Erster Tag Testpflicht an der Grenze / Deutsche Fregatte startet Richtung Indopazifik / 20 Jahre G8 / Waldbrände wüten in der Türkei / Olympia Zusammenfassung";"https://www.sr-mediathek.de/index.php?seite=7&id=21721&pnr=&tbl=pf";"Karin Mayer";29M 55S;2021-08-02
"161";"Mittag";"Weiter Debatte über Testpflicht / New York: ""Katastrophen-Notfall"" wegen Waffen / Erftstadt/Büttner - Einwohner fordern Auskunft über Rückkehr ihre Häuser";"https://www.sr-mediathek.de/index.php?seite=7&id=21687&pnr=&tbl=pf";"Janek Böffel";30M 1S;2021-07-30
"162";"Mittag";"Zwei Wochen danach: Landwirt aus Prüm berichtet von der Flutnacht und will den Hof aufgeben / Nach Explosion im Chemiepark - Brandermittler nehmen Arbeit auf / Arbeitsmarkt -  Fokus auf Ausbildung";"https://www.sr-mediathek.de/index.php?seite=7&id=21668&pnr=&tbl=pf";"Janek Böffel";29M 44S;2021-07-29
"163";"Mittag";"Schnelle Änderung der Einreiseregeln schon zum 1. August? / 70 Jahre Flüchtlingskonvention - Int. mit Chris Melzer, UNHCR / 6. Januar - Tränen, Angst und Zorn im Untersuchungsausschuss / Rassismus-Skandal im deutschen Radsport";"https://www.sr-mediathek.de/index.php?seite=7&id=21659&pnr=&tbl=pf";"Katrin Aue";30M 1S;2021-07-28
"164";"Mittag";"Explosion auf Chemie-Gelände in Leverkusen / Plant Spahn schärfere Einreiseregeln? / Sturm aufs Kapitol <U+0096> Untersuchungsausschuss nimmt Arbeit auf / Erstes Gold für Deutschland: Slalom-Kanutin Funk gewinnt";"https://www.sr-mediathek.de/index.php?seite=7&id=21647&pnr=&tbl=pf";"Katrin Aue";30M 2S;2021-07-27
"165";"Mittag";"Pro und Contra: Regeln nur für Ungeimpfte? / Sitzung Innenausschuss zum Katastrophenmanagement / Hubertus Heil im Saarland / EU will besseren Schutz der Außengrenzen";"https://www.sr-mediathek.de/index.php?seite=7&id=21633&pnr=&tbl=pf";"Peter Weitzmann";29M 24S;2021-07-26
"166";"Mittag";"Neue Regenfälle erwartet Lage in den Hochwassergebieten spitzt sich zu / Olympia 2020 / Sommerinterview: Thomas Lutze, die Linke, Annegret Kramp-Karrenbauer, CDU, Markus Tressel, Die Grünen";"https://www.sr-mediathek.de/index.php?seite=7&id=21618&pnr=&tbl=pf";"Peter Weitzmann";30M 7S;2021-07-24
"167";"Mittag";"Olympische Spiele in Tokio / G20 Umweltministertreffen in Neapel  / Hochwasser - Psycholgische Erste Hilfe in den Krisengebieten";"https://www.sr-mediathek.de/index.php?seite=7&id=21602&pnr=&tbl=pf";"Florian Mayer";30M 2S;2021-07-23
"168";"Mittag";"North-Stream-2-Einigung / Aufräumen in Ahrweiler / Treffen der G20 Umwelt- und Klimaminister in Neapel / Zehn Jahre Utoya / Olympia Auftakt für Fußballer / Comeback der Autoaktie?";"https://www.sr-mediathek.de/index.php?seite=7&id=21577&pnr=&tbl=pf";"Katrin Aue";29M 46S;2021-07-22
"169";"Mittag";"Hochwasserentschädigung - Diskussion in Berlin / Hochwasser und Schäden in China / Corona: neue Einreiseregeln / BVerfG: Mündliche Verhandlung: Was darf die Bundeskanzlerin sagen? / Olympia 2032 nach Brisbane";"https://www.sr-mediathek.de/index.php?seite=7&id=21564&pnr=&tbl=pf";"Katrin Aue";29M 47S;2021-07-21
"170";"Mittag";"Katastrophenschutz-Debatte geht weiter / Nothilfe Rheinland-Pfalz vom Nürburgring aus / Nationaler Trauertag in Belgien / Neue Brände an der US-Westküste / Wallfahrt nach Mekka unter Corona-Bedingungen";"https://www.sr-mediathek.de/index.php?seite=7&id=21553&pnr=&tbl=pf";"Florian Mayer";30M 2S;2021-07-20
"171";"Mittag";"Hochwasser auch in Bayern / Hat der Katastrophenschutz seinen Job nicht gemacht? / Lage im Landkreis Ahrweiler / Pegasus-Projekt: Ungarn scheint zugegriffen zu haben / Neue Proteste in Kuba unterdrückt";"https://www.sr-mediathek.de/index.php?seite=7&id=21531&pnr=&tbl=pf";"Florian Mayer";30M 8S;2021-07-19
"172";"Mittag";"Hochwasserlage Rheinland-Pfalz  und in NRW / Wie geht es weiter bei saarländischen Grünen? Erster Coronafall im olympischen Athletendorf und das Interview der Woche mit IdW mit Josefine Ortleb, SPD und Markus Uhl, CDU";"https://www.sr-mediathek.de/index.php?seite=7&id=21515&pnr=&tbl=pf";"Kathrin Aue";30M 9S;2021-07-17
"173";"Mittag";"Hochwasser-Lage in Trier, Eifelkreis / Lage im Département Moselle und in Luxemburg / Hochwasser-Lage in NRW / Saar-Reaktionen auf das EU-Klimapaket  / EuGH-Urteil zu polnischen Richtern";"https://www.sr-mediathek.de/index.php?seite=7&id=21495&pnr=&tbl=pf";"Florian Mayer";30M 6S;2021-07-16
"174";"Mittag";"Hochwasser-Lage in Trier, Eifelkreis / Lage im Département Moselle und in Luxemburg / Saar-Reaktionen auf das EU-Klimapaket / Vor Merkels Staatsbesuch in den USA / Nordstream II / EuGH-Urteil zu polnischen Richtern";"https://www.sr-mediathek.de/index.php?seite=7&id=21466&pnr=&tbl=pf";"Isabelle Tentrup";29M 55S;2021-07-15
"175";"Mittag";"Gefährdete Bundestagswahl durch Cyberangriffe? / Vor Seeon: Zoff zwischen CSU und Laschet / Kommentar zur Lage der Saar-Grünen / Proteste in Kuba: erster Tote, Verschwundene, Verhaftungen / Immer mehr Plünderungen in Südafrika";"https://www.sr-mediathek.de/index.php?seite=7&id=21448&pnr=&tbl=pf";"Isabelle Tentrup";29M 54S;2021-07-14
"176";"Mittag";"Euro 2021- Italien feiert / Neue Diskussion über Corona-Lockerungen / Proteste für mehr Freiheit in Kuba / Schwieriger Bersuch: Ukraines Präsident in Berlin / Rehlinger stellt Straßenbau-Programm vor";"https://www.sr-mediathek.de/index.php?seite=7&id=21402&pnr=&tbl=pf";"Karin Mayer";30M 14S;2021-07-12
"177";"Mittag";"Bundeswahlausschuss lässt 43 von 87 Kleinparteien /Bangladesch: Unglück enthüllt Kinderarbeit/Nachruf Esther Bejarano/IdW mit Karl-Josef Laumann, NRW-Gesundheitsminister.";"https://www.sr-mediathek.de/index.php?seite=7&id=21384&pnr=&tbl=pf";"Lisa Krauser";29M 53S;2021-07-10
"178";"Mittag";"Lockern oder nicht lockern? neue Diskussion / PIMS - Corona-Folgeerkrankung / Ergebnisse des Stahlgipfels / Absichtserklärung zur Nordsaarlandstraße / Olympische Spiele in Tokio ohne Zuschauer";"https://www.sr-mediathek.de/index.php?seite=7&id=21370&pnr=&tbl=pf";"Lisa Krauser";29M 54S;2021-07-09
"179";"Mittag";"Maas, Asselborn und Le Drian in Schengen / Kommentar - Ist Druck auf die Stiko legitim? / Peter de Vries noch in Lebensgefahr / Olympische Spiele ohne Zuschauer?";"https://www.sr-mediathek.de/index.php?seite=7&id=21349&pnr=&tbl=pf";"Florian Mayer";30M 2S;2021-07-08
"180";"Mittag";"Schüsse auf niederländischen Kriminalreporter / Deutschland übernimmt EU-Ausbildungsmission in Mali / Jahresbericht zum Stand der deutschen Einheit / Die Pflege im Heim wird immer teurer / Nach dem EM-Halbfinale - Spanien weint";"https://www.sr-mediathek.de/index.php?seite=7&id=21339&pnr=&tbl=pf";"Katrin Aue";30M 0S;2021-07-07
"181";"Mittag";"Zukunftskommission Landwirtschaft übergibt Abschlussbericht / Reisebeschränkungen für Delta-Gebiete gelockert / Misstrauen überwinden - Westbalkan-Gipfel / Prozessauftakt gegen ehemaligen FPÖ-Chef und Vizekanzler HC Strache";"https://www.sr-mediathek.de/index.php?seite=7&id=21325&pnr=&tbl=pf";"Katrin Aue";29M 43S;2021-07-06
"182";"Mittag";"Lage Grüne Saarland / Radwege - Kommunen übernehmen für LfS / BSI zu Hackerangriff auf deutsche Unternehmen / Umstrittenes Gesetz - Zerreißprobe für israelische Regierung / Verfassungskonvent in Chile wählt indigene Vorsitzende";"https://www.sr-mediathek.de/index.php?seite=7&id=21308&pnr=&tbl=pf";"Karin Mayer";29M 49S;2021-07-05
"183";"Mittag";"Neue Stiko-Empfehlung - Kritik der Hausärzte  / Auf sich gestellt - afghanische Ortskräfte der Bundeswehr / Die EURO und die Menschenrechte in Aserbaidschan / Interview der Woche - Markus Blume, CSU-Generalsekretär";"https://www.sr-mediathek.de/index.php?seite=7&id=21294&pnr=&tbl=pf";"Florian Mayer";30M 1S;2021-07-03
"184";"Mittag";"Corona aktuell - Kein Herbst-Lockdown? / Kitas wieder im Regelbetrieb / Deutschlandtrend - Scholz und die K-Frage / Wachsen in der Krise <U+0096> Dachgärten in Flüchtlingslagern im Libanon";"https://www.sr-mediathek.de/index.php?seite=7&id=21276&pnr=&tbl=pf";"Florian Mayer";30M 12S;2021-07-02
"185";"Mittag";"Pressekonferenz Spahn und Seehofer zu Corona-Einreise / Outsourcing bei Dillinger Hütte abgewendet / Unspektakulärer Abgang - Ende des Afghanistan-Einsatzes / Steinmeier trifft Reuven Rivlin / Türkei verlässt Instanbul-Konvention";"https://www.sr-mediathek.de/index.php?seite=7&id=21244&pnr=&tbl=pf";"Florian Mayer";30M 3S;2021-07-01
"186";"Mittag";"Was vom Home-Office übrig bleibt / Halt auf freier Strecke - Die Bundesnotbremse / 20 Jahre BW-Einsatz in Afghanistan - War es das wert? / AKK nach UN-Talk - Mali braucht klare Ziele / Steinmeier reist nach Israel";"https://www.sr-mediathek.de/index.php?seite=7&id=21223&pnr=&tbl=pf";"Isabelle Tentrup";30M 11S;2021-06-30
"187";"Mittag";"Delta-Variante - Die Sorge um die vierte Welle / AOK-Studie zu Pflegeheimen in der Pandemie / Äthiopien kündigt Waffenruhe in Tigray-Provinz an / Eine Nation im Schockzustand - Frankreich scheidet bei EM aus";"https://www.sr-mediathek.de/index.php?seite=7&id=21213&pnr=&tbl=pf";"Isabelle Tentrup";30M 2S;2021-06-29
"188";"Mittag";"Interview: Prof. Baasner zu Regionalwahlen Frankreich / Chile: Viele Corona-Fälle trotz erfolgreicher Impfungen / 100 Jahre kommunistische Partei - Jubelwoche in China";"https://www.sr-mediathek.de/index.php?seite=7&id=21198&pnr=&tbl=pf";"Lisa Krauser";29M 30S;2021-06-28
"189";"Mittag";"Nach der Messerattacke in Würzburg / Lange Haftstrafe für Mörder von George Floyd / Kommentar zur EU-Agrarreform / Tour de France geht los! 1. Etappe in der Bretagne / Interview mit Hans Werner Sander, Sparkasse";"https://www.sr-mediathek.de/index.php?seite=7&id=21181&pnr=&tbl=pf";"Lisa Krauser";30M 0S;2021-06-26
"190";"Mittag";"Chaos bei den Grünen geht weiter / Impfen und Delta: PK Spahn und Wieler / Bundesrat: Ganztagsbetreuung gescheitert  / Tornado in Tschechien - update";"https://www.sr-mediathek.de/index.php?seite=7&id=21168&pnr=&tbl=pf";"Katrin Aue";30M 2S;2021-06-25
"191";"Mittag";"Merkels letzte Regierungserklärung / Spendenskandal - Berliner Staatsanwaltschaft vor Ermittlungen gegen AfD-Chef Meuthen / Pushbacks statt Schutz - Kroatische Polizei schiebt Babys, Schwangere und Kinder mit Behinderung ab";"https://www.sr-mediathek.de/index.php?seite=7&id=21147&pnr=&tbl=pf";"Katrin Aue";30M 5S;2021-06-24
"192";"Mittag";"2. Libyen-Konferenz: Worum geht's? / Noch mehr Schulden - Nachtrag Bundeshaushalt im Kabinett / Letzte Regierungsbefragung Merkel / Hongkongs Zeitung Apple Daily schließt / Antarktis - 60 Jahre nach Antarktis-Vertrag";"https://www.sr-mediathek.de/index.php?seite=7&id=21136&pnr=&tbl=pf";"Isabelle Tentrup";30M 14S;2021-06-23
"193";"Mittag";"Koalition einigt sich auf Klimapaket / Australien und Deutschland vereinbaren Wasserstoffhandel / Erste Reaktionen zu Wirecard / Lüftungsgeräte in Schulen -. Jeder macht es anders / Taliban vor Mazar-i-Scharif";"https://www.sr-mediathek.de/index.php?seite=7&id=21122&pnr=&tbl=pf";"Katrin Aue";30M 5S;2021-06-22
"194";"Mittag";"Paukenschlag bei den Grünen / EU-Außenminister bringen neue Belarus-Sanktionen auf den Weg / CDU/CSU-Klausur zum Wahlprogramm / Misstrauensvotum im schwedischen Reichstag / Brasilien - Mehr als eine halbe Million Corona-Tote";"https://www.sr-mediathek.de/index.php?seite=7&id=21106&pnr=&tbl=pf";"Katrin Aue";30M 2S;2021-06-21
"195";"Mittag";"Regionalwahlen in Frankreich / Weiter so mit Status Quo: CDU wählt BTW-Liste / Wahlen im Iran / Bericht zum Parteitag ""Die Linke""";"https://www.sr-mediathek.de/index.php?seite=7&id=21089&pnr=&tbl=pf";"Lisa Krauser";29M 49S;2021-06-19
"196";"Mittag";"Corona aktuell - Sorge vor Ausbreitung der Delta-Variante / Ausblick Linken-Parteitag am Wochenende / Yair Lapid bringt einen neuen Ton in Israels Regierung / Wahl im Iran";"https://www.sr-mediathek.de/index.php?seite=7&id=21075&pnr=&tbl=pf";"Karin Mayer";30M 18S;2021-06-18
"197";"Mittag";"Curevac Impfstoff weniger wirksam als gedacht / Russische Reaktionen auf Putin/Biden: Mal sehen, was es wirklich bringt / Konstruktive Gespräche zwischen Biden und Putin? Reaktionen aus den USA / Dicke Luft in Städten - EU-Umweltagentur stellt Feinstaubmonitor vor / UBA: Wie wirksam ist der Emmissionshandel? / Dänemark nach dem Schock - heute gegen Belgien";"https://www.sr-mediathek.de/index.php?seite=7&id=21052&pnr=&tbl=pf";"Stephan Deppen";29M 38S;2021-06-17
"198";"Mittag";"Gipfeltreffen von Biden und Putin / Landtag mit Regierungserklärung Hans / Gesundheitsminister - Zukunft der Impfzentren / Die Krankheit ist unter uns - Tuberkulose-Gefahr durch Covid19 noch größer  / 12 Prozent weniger Firmengründungen / Mit Mode aufs Parkett - Börsenstart für Online-Händler ""About You"" / DFB - Jetzt dann eben zwei Endspiele";"https://www.sr-mediathek.de/index.php?seite=7&id=21030&pnr=&tbl=pf";"Isabelle Tentrup";30M 13S;2021-06-16
"199";"Mittag";"EU/USA-Gipfel in Brüssel / Chinas Führung weist Erklärungen der G7 und der Nato scharf zurück / Scheer sucht händeringend Fachkräfte / Verfassungsschutzbericht / Deutschlands Premiere bei der EM";"https://www.sr-mediathek.de/index.php?seite=7&id=21016&pnr=&tbl=pf";"Stephan Deppen";29M 57S;2021-06-15
"200";"Mittag";"Ohne Netanjahu - Israel hat neue Regierung / Abschlusskommentar zum G7-Gipfel / Systemgegner Russland und China <U+0096> Die NATO bestimmt ihre Position neu / Weiterspielen oder nicht? - Kommentar zur Eriksen-Entscheidung bei der EM";"https://www.sr-mediathek.de/index.php?seite=7&id=21000&pnr=&tbl=pf";"Stephan Deppen";30M 0S;2021-06-14
"201";"Mittag";"Grünen-Bundesparteitag / G7-Gipfel / Putin im US-Fernsehen / Interview der Woche mit Anke Rehlinger, SPD-Landeschefin im Saarland";"https://www.sr-mediathek.de/index.php?seite=7&id=20987&pnr=&tbl=pf";"Peter Weitzmann";29M 29S;2021-06-12
"202";"Mittag";"Änderung Transparenzregeln Bundestag / Hätte, hätte Lieferkette: Jetzt kommt das Gesetz doch / Am anderen Ende der Lieferkette: Bangladesh / Chinas ""Neue Seidenstraße"" bringt Image ins Schlingern";"https://www.sr-mediathek.de/index.php?seite=7&id=20973&pnr=&tbl=pf";"Peter Weitzmann";30M 8S;2021-06-11
"203";"Mittag";"Ministerrat beschließt Lockerungen / Digitaler Impfpass wird am Mittag vorgestellt / KSK-Abschlussbericht: Fehlkultur im ganzen Laden / Vor dem EU-USA-Gipfel: Hohe Erwartungen an Biden";"https://www.sr-mediathek.de/index.php?seite=7&id=20951&pnr=&tbl=pf";"Isabel Tentrup";29M 9S;2021-06-10
"204";"Mittag";"Impfzertifikat - EU-Parlament macht Weg frei / Jeff Bezos und Co. zahlen keine Steuern / Neue Saarbrücker Kulturdezernentin Sabine Dengel gewählt / Bilanz Kamala Harris in Mexiko und Guatemala";"https://www.sr-mediathek.de/index.php?seite=7&id=20931&pnr=&tbl=pf";"Peter Weitzmann";29M 55S;2021-06-09
"205";"Mittag";"Umweltministerin stellt nationale Wasserstrategie vor / Maskenstreit - Opposition will Sonderermittler / Impfstart in Betrieben / Spektakulärer Schlag: Weltweite Großrazzia gegen das organisierte Verbrechen";"https://www.sr-mediathek.de/index.php?seite=7&id=20920&pnr=&tbl=pf";"Florian Mayer";30M 0S;2021-06-08
"206";"Mittag";"Reaktionen auf die Sachsen-Anhalt-Wahl / Saar-Linke wählen Lutze an die Spitze der Landesliste / Aufhebung der Impfpriorisierung / MH17 - Prozess zum mutmaßlichen Abschuss des Flugzeuges / DFB U21 ist Europameister";"https://www.sr-mediathek.de/index.php?seite=7&id=20911&pnr=&tbl=pf";"Peter Weitzmann";30M 0S;2021-06-07
"207";"Mittag";"Peru <U+0096> Wahl der Extreme: Rechtspopulistin gegen Sozialist / Facebook verlängert Trump-Sperre / Nach Fund von Massengrab indigener Kinder - UN-Experten fordern Aufklärung von Kanada und der katholischen Kirche";"https://www.sr-mediathek.de/index.php?seite=7&id=20890&pnr=&tbl=pf";"Peter Weitzmann";30M 3S;2021-06-05
"208";"Mittag";"Debatte um CO2-Preise / Landtagswahlen in Sachsen-Anhalt: Warum Meuthen und Chrupalla nach Magdeburg schauen / Einreise nach Frankreich <U+0096> für EU-Bürger ab 9. Juni kein PCR-Test mehr nötig / Konsequenzen aus der Maskenaffäre - Was ist passiert?";"https://www.sr-mediathek.de/index.php?seite=7&id=20874&pnr=&tbl=pf";"Katrin Aue";30M 1S;2021-06-04
"209";"Mittag";"Pflegereform im Kabinett / Vor den Landtagswahlen in Sachsen-Anhalt: Fassen die Grünen im Osten Fuß? / US-Präsident Biden am Ort des Massakers von Tulsa - für mehr Wohlstand für Schwarze";"https://www.sr-mediathek.de/index.php?seite=7&id=20855&pnr=&tbl=pf";"Katrin Aue";28M 51S;2021-06-02
"210";"Mittag";"Spahn und Wieler zur Corona-Lage in Deutschland / Gegen Missbrauch von EU-Geldern: Start der Europäischen Staatsanwaltschaft / ""Sie werden uns töten<U+0093> <U+0096> Ortskräfte der Bundeswehr fürchten den Abzug";"https://www.sr-mediathek.de/index.php?seite=7&id=20835&pnr=&tbl=pf";"Katrin Aue";29M 54S;2021-06-01
